document_id,source_kind,source_role,definition_kind,source_path,raw_path,commit_hash,source_revision,doc_type,device_types,clusters,content_hash,included_reason
doc:a5ea07416a9fc68ba696b04318afcd03407d87dcc8774fbafa0bffcc59aa17db,repository,specification,cluster_base,data_model/1.7/clusters/AlarmBase.xml,raw/connectedhomeip/data_model/1.7/clusters/AlarmBase.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""Alarm Base"",""entity_kind"":""cluster_base"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0070"",""0x0071""]","[""0x0057"",""0x0064""]",f58330780f70b4a6e9652becde0f66435b82de5ac292ff9a88f0bd08ed5db400,"[""scope.source_sets""]"
doc:ca9c788ea2ae3669e3e1ec7c557223fef198efae07c03a2db6d4fcd38c3db691,repository,specification,cluster,data_model/1.7/clusters/Binding-Cluster.xml,raw/connectedhomeip/data_model/1.7/clusters/Binding-Cluster.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x001E"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x001E""]",94e00ca675ec68dd1ef0d69fcbbd5d379edc115c9c3a25267dcbbed7cc404c85,"[""scope.source_sets""]"
doc:ca3becc6615451efa402bd41bda613e18b5845f80ed0f10e95f5485ac86536ee,repository,specification,cluster,data_model/1.7/clusters/Descriptor-Cluster.xml,raw/connectedhomeip/data_model/1.7/clusters/Descriptor-Cluster.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x001D"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x001D""]",3c3f6bb01229b3b44bc651d3afdcc12648a1c65b0f0830930d2ee52b9739d111,"[""scope.source_sets""]"
doc:6464528595e2f316d3265c040908db0ad366fa59cbdd31b5ff9ecde7c4a9c3ae,repository,specification,cluster,data_model/1.7/clusters/DishwasherAlarm.xml,raw/connectedhomeip/data_model/1.7/clusters/DishwasherAlarm.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x005D"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0075""]","[""0x005D""]",97d847e101eea78ad09ac0fc24f3e63e0b109c7bc4deadfa604dca2820a8d54b,"[""scope.source_sets""]"
doc:7523b47823a7977fbb6b94719d7510ceed3754457111c7acd33d88c023403fb7,repository,specification,cluster,data_model/1.7/clusters/FanControl.xml,raw/connectedhomeip/data_model/1.7/clusters/FanControl.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0202"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""7""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x002D"",""0x0072"",""0x0079"",""0x007A"",""0x007D""]","[""0x0202""]",87fb7ba5d34ea1aca2c68ccbcc1e651c8e3b213ec6845a2a3090faadafe026da,"[""scope.source_sets""]"
doc:e0de298c9ecd95ee20c263969589bc713d561d2f672514d1dabcb89903ee4dd1,repository,specification,cluster,data_model/1.7/clusters/FixedLabel-Cluster.xml,raw/connectedhomeip/data_model/1.7/clusters/FixedLabel-Cluster.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0040"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0040""]",568dbe9feb7853002949a89d0b5fd97e0312dc03ee88898b1c2fe20d9215dfd4,"[""scope.source_sets""]"
doc:77700eb118e04c6c0497b4289bfe966d78131ad991ea9671df5e02919370052e,repository,specification,cluster,data_model/1.7/clusters/Groups.xml,raw/connectedhomeip/data_model/1.7/clusters/Groups.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0004"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""5""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x002D"",""0x0072""]","[""0x0004""]",78235f2824279d1440fad22fb76374b96c40cbe2d17770848b39de6661d37333,"[""scope.source_sets""]"
doc:f8070fa23b9039a96f3d2515554f23f52c013ee5154650419db0074226bd03a1,repository,specification,cluster,data_model/1.7/clusters/Humidistat.xml,raw/connectedhomeip/data_model/1.7/clusters/Humidistat.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0205"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x007D""]","[""0x0205""]",b276e9cc109de49e4c58503401799e9693b7c653d52de04929128b1c738adc4a,"[""scope.source_sets""]"
doc:8ac5b85c15f6f1b9424406403fd82da5ddbc4f99a7929f86268b833ab2fa6b16,repository,specification,cluster,data_model/1.7/clusters/Identify.xml,raw/connectedhomeip/data_model/1.7/clusters/Identify.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0003"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x002D"",""0x0070"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003""]",f741c247ae74379086fb675ca45514b0684db579cf7d5c5e290226db7f2f7854,"[""scope.source_sets""]"
doc:db03f3874aaf8c585827de5ca0d6f0468de78e01b53695c9f6b02f00228f4679,repository,specification,cluster_base,data_model/1.7/clusters/Label-Cluster.xml,raw/connectedhomeip/data_model/1.7/clusters/Label-Cluster.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""Label"",""entity_kind"":""cluster_base"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0040"",""0x0041""]",daf6ddfec5eb2738e40afb90927ec94183c50f2265f7495b11ba85ba81599172,"[""scope.source_sets""]"
doc:336b6c2c605ab9f608050f021d347a0cf284bd33232d789ccb04f89994826308,repository,specification,cluster,data_model/1.7/clusters/LaundryDryerControls.xml,raw/connectedhomeip/data_model/1.7/clusters/LaundryDryerControls.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x004A"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x007C""]","[""0x004A""]",8c0bcf9d33b94602b272754d692573929ad35e7b90ef18257bc436e3ba3041c7,"[""scope.source_sets""]"
doc:1c64933467d033c216fc6c8a46ad64dcc90cfada9d3c7b497a1ac6abb3737f51,repository,specification,cluster,data_model/1.7/clusters/LaundryWasherControls.xml,raw/connectedhomeip/data_model/1.7/clusters/LaundryWasherControls.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0053"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0073""]","[""0x0053""]",499a3be1e16a4823db7223214e4a88ad6a21a2e0b7b0358d246572ab4bb0a37d,"[""scope.source_sets""]"
doc:e808e489f1032c057b18ba3db58d106abe6e22020e6bca3c7db998d85483622a,repository,specification,cluster,data_model/1.7/clusters/MicrowaveOvenControl.xml,raw/connectedhomeip/data_model/1.7/clusters/MicrowaveOvenControl.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x005F"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0079""]","[""0x005F""]",c31d67478e053d0da170b6762a19c462141961143e8d1de3eda269d8e1a43819,"[""scope.source_sets""]"
doc:c8a699a61f0b391c5b78956696964a17ae58b985fa35a3f86bfacddee4d07c0b,repository,specification,cluster_base,data_model/1.7/clusters/ModeBase.xml,raw/connectedhomeip/data_model/1.7/clusters/ModeBase.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""Mode Base"",""entity_kind"":""cluster_base"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x007C"",""0x050F""]","[""0x0051"",""0x0052"",""0x0063""]",71ce13c8351e59cdf48b0beb0ae9b7b804e01f70a0451596c9a34b08c9fe9402,"[""scope.source_sets""]"
doc:b017efb71cdc3e9e47ac8756bf3d0f8ac3f7ecfba691354c866940b88e25602f,repository,specification,cluster,data_model/1.7/clusters/Mode_Dishwasher.xml,raw/connectedhomeip/data_model/1.7/clusters/Mode_Dishwasher.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0059"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""4""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0075""]","[""0x0059""]",76efce3d4ddc08386e29b69cecf733e14a733da668d832bb3fddd44f93dff7c2,"[""scope.source_sets""]"
doc:0857308effe97f1700c43f636fbd2a6d35904aa39a5916a5f2d2a4167806c04f,repository,specification,cluster,data_model/1.7/clusters/Mode_LaundryWasher.xml,raw/connectedhomeip/data_model/1.7/clusters/Mode_LaundryWasher.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0051"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""4""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0073"",""0x007C""]","[""0x0051""]",bd556695d3c33c04da595fb719091c35d39f742346758050157190fa15a304a6,"[""scope.source_sets""]"
doc:9f60db0681e2bf6b0a6864915e06cc5e99b336d552ca021774ae037d58e2b65d,repository,specification,cluster,data_model/1.7/clusters/Mode_MicrowaveOven.xml,raw/connectedhomeip/data_model/1.7/clusters/Mode_MicrowaveOven.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x005E"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0079""]","[""0x005E""]",69c8462154745ca5d7c850c1a1033a99a428c127cf0304b486f4d22162df014d,"[""scope.source_sets""]"
doc:5a0d7babeb70e9714024c86771c7c8cc2cf25acbdfbd3e82db6831947f5ea739,repository,specification,cluster,data_model/1.7/clusters/Mode_RVCClean.xml,raw/connectedhomeip/data_model/1.7/clusters/Mode_RVCClean.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0055"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0074""]","[""0x0055""]",e4172986f01307ec99129849506a19ebde460878cdf1da3c1eb534d5df6cef70,"[""scope.source_sets""]"
doc:091c5a8101ea020842d9b470564dc229c5400ffcf6353b40cf9fa9bb52ff3abc,repository,specification,cluster,data_model/1.7/clusters/Mode_RVCRun.xml,raw/connectedhomeip/data_model/1.7/clusters/Mode_RVCRun.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0054"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""5""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0074""]","[""0x0054""]",3d55c77df47b3facd85731f6365c4c3ff97df268c7f74591f09613a9839f7411,"[""scope.source_sets""]"
doc:cd13847afc726098f7f4db6ab053d35728a6a0dc619b3b3cf639eba3bd6900cf,repository,specification,cluster,data_model/1.7/clusters/Mode_Refrigerator.xml,raw/connectedhomeip/data_model/1.7/clusters/Mode_Refrigerator.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0052"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""4""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0070"",""0x0071""]","[""0x0052""]",85158a66ecf81df93e6db9db2d83abb6581b534639298bf142999cb60a7cb4ed,"[""scope.source_sets""]"
doc:88181e15c9f96e3e01789f1015e8060dd861b8dc6965d373a6e66b85d0ba879d,repository,specification,cluster,data_model/1.7/clusters/Mode_Thermostat.xml,raw/connectedhomeip/data_model/1.7/clusters/Mode_Thermostat.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0063"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0072"",""0x050F""]","[""0x0063""]",055f5d1685ebdb026aa0f3831eeec627286e9079b7b1630e09d26bc9cc9abf72,"[""scope.source_sets""]"
doc:e3b2af0517572ed55c3c3e0cefae5a2808344cb75a39c5c9acf47ddac1d9e595,repository,specification,cluster,data_model/1.7/clusters/Mode_WaterHeater.xml,raw/connectedhomeip/data_model/1.7/clusters/Mode_WaterHeater.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x009E"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x050F""]","[""0x009E""]",abaf11c099dfd12049a81923aabac02177ba0ab68e606432cd6c9ee604f25943,"[""scope.source_sets""]"
doc:0e7d61ba62918bb7e4b32694dcbf17746b069f2ba65798c9e318da88f3dc3f5e,repository,specification,cluster,data_model/1.7/clusters/OnOff.xml,raw/connectedhomeip/data_model/1.7/clusters/OnOff.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0006"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""7""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x002D"",""0x0072"",""0x0073"",""0x0075"",""0x0077"",""0x0078"",""0x007C"",""0x007D""]","[""0x0006""]",dccc104f452318e4fc8100b41b509f660ea91917b5a30a664fc24793ffcf66c5,"[""scope.source_sets""]"
doc:f790a4cb085f7c7c5a89e7c45bb1736fb62c6d3fb8349f32cdf58aeedb62a8b7,repository,specification,cluster,data_model/1.7/clusters/OperationalState.xml,raw/connectedhomeip/data_model/1.7/clusters/OperationalState.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0060"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0073"",""0x0075"",""0x0079"",""0x007C""]","[""0x0060""]",6e5b942fd1d40066b1359ee6b6790975347ef58b2393445f5a73d1f4c415b71a,"[""scope.source_sets""]"
doc:4816659e842f3a15fa28376d3ee258f7e2ef669d10cdb3e2141bf8166ce304c7,repository,specification,cluster,data_model/1.7/clusters/OperationalState_RVC.xml,raw/connectedhomeip/data_model/1.7/clusters/OperationalState_RVC.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0061"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0074""]","[""0x0061""]",16f9108d9f284e82c4f9999faed72bbd90a52468cac51e24c19ea13257f41a52,"[""scope.source_sets""]"
doc:59c65aaca38d585f43f674f705468510bc3b34bc071b883667b4f1764a3831bf,repository,specification,cluster,data_model/1.7/clusters/RefrigeratorAlarm.xml,raw/connectedhomeip/data_model/1.7/clusters/RefrigeratorAlarm.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0057"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0070""]","[""0x0057""]",9d860fe323f2cbdea4e7360118d4eca869119d301b887235f2e146b448300a5b,"[""scope.source_sets""]"
doc:15df38b2415c970870a6339ec3d680b434e75289b589a1227d07ca082b301626,repository,specification,cluster,data_model/1.7/clusters/ResourceMonitoring.xml,raw/connectedhomeip/data_model/1.7/clusters/ResourceMonitoring.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0071"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""},{""entity_id"":""0x0072"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""},{""entity_id"":""0x0079"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x002D"",""0x0070"",""0x0072"",""0x007A"",""0x007D""]","[""0x0071"",""0x0072"",""0x0079""]",6609a62caaeb8bea11681e3a83efe5f05294d0020b0eaf33eba1931308ee73e5,"[""scope.source_sets""]"
doc:df2e991f33fd6f5c63d9637da62af835b5fc64ac1ebc9e5ee68962e69a0cb888,repository,specification,cluster,data_model/1.7/clusters/Scenes.xml,raw/connectedhomeip/data_model/1.7/clusters/Scenes.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0062"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0072""]","[""0x0062""]",8803f46c99d5f0e1ffb3a5bd373e18f23c251480d0d45fec1640923ca2d2c4d8,"[""scope.source_sets""]"
doc:f1e6d26cfe21bee339913f4f44b47711f8f67d9d1c200545639bfdc69494c14e,repository,specification,cluster,data_model/1.7/clusters/ServiceArea.xml,raw/connectedhomeip/data_model/1.7/clusters/ServiceArea.xml,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0150"",""entity_kind"":""cluster"",""line_start"":60,""locator"":""/cluster/@revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""}],""model_version"":""1.7"",""spec_sha"":""214e40c9d51cfe89050eae68ca5b76238fcfa332"",""spec_tag"":""0.9-1.7-winter2027""}",xml,"[""0x0074""]","[""0x0150""]",5e85042f949f5365f8dbb26ce1aa4d7437077c88cd3ff345d247d2613ecb5239,"[""scope.source_sets""]"
