document_id,source_kind,source_role,definition_kind,source_path,raw_path,commit_hash,source_revision,doc_type,device_types,clusters,content_hash,included_reason
doc:cc072df194c623b97e9f7180299b227e8025a5e58c0509daad48f91612ffc99c,repository,example,none,examples/chef/devices/rootnode_dishwasher_cc105034fe.zap,raw/connectedhomeip/examples/chef/devices/rootnode_dishwasher_cc105034fe.zap,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0006"",""entity_kind"":""cluster"",""line_start"":3020,""locator"":""$.endpointTypes[1].clusters[1].attributes[5]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0007""},{""entity_id"":""0x0059"",""entity_kind"":""cluster"",""line_start"":3020,""locator"":""$.endpointTypes[1].clusters[4].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0004""},{""entity_id"":""0x005D"",""entity_kind"":""cluster"",""line_start"":3020,""locator"":""$.endpointTypes[1].clusters[5].attributes[8]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0075"",""entity_kind"":""device_type"",""line_start"":3020,""locator"":""$.endpointTypes[1].deviceVersions"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""2""}]}",zap,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x0006"",""0x001D"",""0x0056"",""0x0059"",""0x005D"",""0x0060""]",8b0445c992039c70ec2481a53cab47b54fd6052ada71b47c5ddb896a5e332005,"[""scope.source_sets""]"
doc:8d25766aeee60a0b287316469df539cbb181de2fc25f54f413dc5b39156f7b89,repository,example,none,examples/chef/devices/rootnode_laundrydryer_01796fe396.matter,raw/connectedhomeip/examples/chef/devices/rootnode_laundrydryer_01796fe396.matter,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0003"",""entity_kind"":""cluster"",""line_start"":379,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""},{""entity_id"":""0x0006"",""entity_kind"":""cluster"",""line_start"":428,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""7""},{""entity_id"":""0x001D"",""entity_kind"":""cluster"",""line_start"":499,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x004A"",""entity_kind"":""cluster"",""line_start"":1609,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0051"",""entity_kind"":""cluster"",""line_start"":1629,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""4""},{""entity_id"":""0x0056"",""entity_kind"":""cluster"",""line_start"":1693,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0060"",""entity_kind"":""cluster"",""line_start"":1724,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x007C"",""entity_kind"":""device_type"",""line_start"":2011,""locator"":""endpoint/device type/version"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""}]}",matter,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x0006"",""0x001D"",""0x004A"",""0x0051"",""0x0056"",""0x0060""]",ef90803739df82673d6fd002131e3d6497b9f83fdc6339a3d90971efb2dfe93c,"[""scope.source_sets""]"
doc:a35fe33fa4bec4e3171c1f4d9b448e19195e1f959ae30e954225f73f885d53ab,repository,example,none,examples/chef/devices/rootnode_laundrydryer_01796fe396.zap,raw/connectedhomeip/examples/chef/devices/rootnode_laundrydryer_01796fe396.zap,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0006"",""entity_kind"":""cluster"",""line_start"":3020,""locator"":""$.endpointTypes[1].clusters[1].attributes[5]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0007""},{""entity_id"":""0x004A"",""entity_kind"":""cluster"",""line_start"":3020,""locator"":""$.endpointTypes[1].clusters[3].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0051"",""entity_kind"":""cluster"",""line_start"":3020,""locator"":""$.endpointTypes[1].clusters[4].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0004""},{""entity_id"":""0x0056"",""entity_kind"":""cluster"",""line_start"":3020,""locator"":""$.endpointTypes[1].clusters[5].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x007C"",""entity_kind"":""device_type"",""line_start"":3020,""locator"":""$.endpointTypes[1].deviceVersions"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""}]}",zap,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x0006"",""0x001D"",""0x004A"",""0x0051"",""0x0056"",""0x0060""]",66ef1d0282e48b0494b45838b0ab9b653e40adb21d0c1298d71e71041e087ab6,"[""scope.source_sets""]"
doc:11663e10aef598e6fe75fcc216d4630e82e4215f688ab78a28259d776e148fbb,repository,example,none,examples/chef/devices/rootnode_microwaveoven_37420684d3.matter,raw/connectedhomeip/examples/chef/devices/rootnode_microwaveoven_37420684d3.matter,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0003"",""entity_kind"":""cluster"",""line_start"":379,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""},{""entity_id"":""0x001D"",""entity_kind"":""cluster"",""line_start"":428,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x0040"",""entity_kind"":""cluster"",""line_start"":1577,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x005E"",""entity_kind"":""cluster"",""line_start"":1594,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x005F"",""entity_kind"":""cluster"",""line_start"":1638,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0060"",""entity_kind"":""cluster"",""line_start"":1681,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x0079"",""entity_kind"":""device_type"",""line_start"":2003,""locator"":""endpoint/device type/version"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""2""},{""entity_id"":""0x0202"",""entity_kind"":""cluster"",""line_start"":1746,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""7""}]}",matter,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x001D"",""0x0040"",""0x005E"",""0x005F"",""0x0060"",""0x0202""]",13a464fea2d8a6ed923c01e01af79042efccdaf9990b9eaaf4595b8a0ddfc3f4,"[""scope.source_sets""]"
doc:bbd33559efa7dfbf01441cf7e06260b47e7e5ba978f7f89128916e4c443d4d38,repository,example,none,examples/chef/devices/rootnode_microwaveoven_37420684d3.zap,raw/connectedhomeip/examples/chef/devices/rootnode_microwaveoven_37420684d3.zap,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x005E"",""entity_kind"":""cluster"",""line_start"":2372,""locator"":""$.endpointTypes[1].clusters[2].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0003""},{""entity_id"":""0x005F"",""entity_kind"":""cluster"",""line_start"":2372,""locator"":""$.endpointTypes[1].clusters[3].attributes[11]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0079"",""entity_kind"":""device_type"",""line_start"":2372,""locator"":""$.endpointTypes[1].deviceVersions"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""2""},{""entity_id"":""0x0202"",""entity_kind"":""cluster"",""line_start"":2372,""locator"":""$.endpointTypes[1].clusters[5].attributes[16]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0007""}]}",zap,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x001D"",""0x005E"",""0x005F"",""0x0060"",""0x0202""]",bdc3f473bcb105cdacf7b8dcaa9cd2aa24c079686a575b7e1aeffc41b5be7108,"[""scope.source_sets""]"
doc:aca30bb066412bcb626878fb6f378fbb3b06a86c002c62e70a5b6942eac8e9a3,repository,example,none,examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.matter,raw/connectedhomeip/examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.matter,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0003"",""entity_kind"":""cluster"",""line_start"":379,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""},{""entity_id"":""0x001D"",""entity_kind"":""cluster"",""line_start"":428,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x0052"",""entity_kind"":""cluster"",""line_start"":1521,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""4""},{""entity_id"":""0x0056"",""entity_kind"":""cluster"",""line_start"":1583,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0057"",""entity_kind"":""cluster"",""line_start"":1614,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0070"",""entity_kind"":""device_type"",""line_start"":1947,""locator"":""endpoint/device type/version"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0071"",""entity_kind"":""device_type"",""line_start"":1987,""locator"":""endpoint/device type/version"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0071"",""entity_kind"":""device_type"",""line_start"":2029,""locator"":""endpoint/device type/version"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0202"",""entity_kind"":""cluster"",""line_start"":1639,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""7""},{""entity_id"":""0x0402"",""entity_kind"":""cluster"",""line_start"":1720,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""}]}",matter,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x001D"",""0x0052"",""0x0056"",""0x0057"",""0x0202"",""0x0402""]",c725cd7b58117e7b05a9709b9c1e7467f3ffe1cea27654ef191cb78a9d3c1692,"[""scope.source_sets""]"
doc:271a909132f328a88fc4a7a02f667e9de5ee215505795e588959eb1682da0b20,repository,example,none,examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.zap,raw/connectedhomeip/examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.zap,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0052"",""entity_kind"":""cluster"",""line_start"":2898,""locator"":""$.endpointTypes[1].clusters[1].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0004""},{""entity_id"":""0x0056"",""entity_kind"":""cluster"",""line_start"":3370,""locator"":""$.endpointTypes[2].clusters[1].attributes[8]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0056"",""entity_kind"":""cluster"",""line_start"":3873,""locator"":""$.endpointTypes[3].clusters[1].attributes[8]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0057"",""entity_kind"":""cluster"",""line_start"":2898,""locator"":""$.endpointTypes[1].clusters[2].attributes[7]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0070"",""entity_kind"":""device_type"",""line_start"":2898,""locator"":""$.endpointTypes[1].deviceVersions"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0071"",""entity_kind"":""device_type"",""line_start"":3370,""locator"":""$.endpointTypes[2].deviceVersions"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0071"",""entity_kind"":""device_type"",""line_start"":3873,""locator"":""$.endpointTypes[3].deviceVersions"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0402"",""entity_kind"":""cluster"",""line_start"":3370,""locator"":""$.endpointTypes[2].clusters[2].attributes[7]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0005""}]}",zap,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x001D"",""0x0052"",""0x0056"",""0x0057"",""0x0402""]",6dafce8a5c9505a69e07c9e3399d745e852a807e733c0b4914d5b47363f7a74f,"[""scope.source_sets""]"
doc:a427c4fd6e238daa2b83b6bfd0484c2a3c469996a1e89ea92d00e67547cff389,repository,example,none,examples/chef/devices/rootnode_roboticvacuumcleaner_1807ff0c49.matter,raw/connectedhomeip/examples/chef/devices/rootnode_roboticvacuumcleaner_1807ff0c49.matter,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0003"",""entity_kind"":""cluster"",""line_start"":379,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""},{""entity_id"":""0x0004"",""entity_kind"":""cluster"",""line_start"":428,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""5""},{""entity_id"":""0x001D"",""entity_kind"":""cluster"",""line_start"":504,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x0054"",""entity_kind"":""cluster"",""line_start"":1799,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""5""},{""entity_id"":""0x0055"",""entity_kind"":""cluster"",""line_start"":1874,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""},{""entity_id"":""0x0061"",""entity_kind"":""cluster"",""line_start"":1943,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x0074"",""entity_kind"":""device_type"",""line_start"":2189,""locator"":""endpoint/device type/version"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""}]}",matter,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x0004"",""0x001D"",""0x0054"",""0x0055"",""0x0061"",""0x0150""]",c0751319fedf39122313b9baf187913151bcc616ade5d41654b24e5e7287422a,"[""scope.source_sets""]"
doc:71389b5fb6221cc83e4236b4b14b206b581bd5f3ce669dac265293befd840243,repository,example,none,examples/chef/devices/rootnode_roboticvacuumcleaner_1807ff0c49.zap,raw/connectedhomeip/examples/chef/devices/rootnode_roboticvacuumcleaner_1807ff0c49.zap,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0003"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[0].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0005""},{""entity_id"":""0x0054"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[4].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0005""},{""entity_id"":""0x0055"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[5].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0006""},{""entity_id"":""0x0061"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[6].attributes[10]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""1""},{""entity_id"":""0x0074"",""entity_kind"":""device_type"",""line_start"":2156,""locator"":""$.endpointTypes[1].deviceVersions"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""1""}]}",zap,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x001D"",""0x0054"",""0x0055"",""0x0061""]",6a62213cae4d75e9bdf11678f7fed1edca9e56e7e18b1e871e2e41215d05679a,"[""scope.source_sets""]"
doc:af532d46d8f36edca19dd67114274338eed0322b084bc35a04b4baf72412f7db,repository,example,none,examples/chef/devices/rootnode_roomairconditioner_9cf3607804.matter,raw/connectedhomeip/examples/chef/devices/rootnode_roomairconditioner_9cf3607804.matter,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0003"",""entity_kind"":""cluster"",""line_start"":379,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""},{""entity_id"":""0x0004"",""entity_kind"":""cluster"",""line_start"":428,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""5""},{""entity_id"":""0x0006"",""entity_kind"":""cluster"",""line_start"":504,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""7""},{""entity_id"":""0x001D"",""entity_kind"":""cluster"",""line_start"":575,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x0072"",""entity_kind"":""device_type"",""line_start"":2376,""locator"":""endpoint/device type/version"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""5""},{""entity_id"":""0x0201"",""entity_kind"":""cluster"",""line_start"":1612,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""12""},{""entity_id"":""0x0202"",""entity_kind"":""cluster"",""line_start"":2072,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""7""},{""entity_id"":""0x0204"",""entity_kind"":""cluster"",""line_start"":2153,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""},{""entity_id"":""0x0402"",""entity_kind"":""cluster"",""line_start"":2186,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""},{""entity_id"":""0x0405"",""entity_kind"":""cluster"",""line_start"":2201,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""}]}",matter,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x0004"",""0x0006"",""0x001D"",""0x0201"",""0x0202"",""0x0204"",""0x0402"",""0x0405""]",d5b8fc00371f19f9ccd8f48278c123eb6113e7a789d81c8f38c64ab3492ae2a5,"[""scope.source_sets""]"
doc:441c6b4c209cff845651212817bcbb94591c0bbdc7dd308e8ceba3386fe86835,repository,example,none,examples/chef/devices/rootnode_roomairconditioner_9cf3607804.zap,raw/connectedhomeip/examples/chef/devices/rootnode_roomairconditioner_9cf3607804.zap,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0003"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[0].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0005""},{""entity_id"":""0x0004"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[1].attributes[5]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0005""},{""entity_id"":""0x0006"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[2].attributes[5]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0007""},{""entity_id"":""0x0072"",""entity_kind"":""device_type"",""line_start"":2156,""locator"":""$.endpointTypes[1].deviceVersions"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""5""},{""entity_id"":""0x0201"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[4].attributes[18]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x000c""},{""entity_id"":""0x0202"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[5].attributes[14]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0007""},{""entity_id"":""0x0204"",""entity_kind"":""cluster"",""line_start"":2156,""locator"":""$.endpointTypes[1].clusters[6].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""2""}]}",zap,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x0004"",""0x0006"",""0x001D"",""0x0201"",""0x0202"",""0x0204""]",b67fa3fdffa077678efd8ab66b746507c194b7da8a55745019be03eef77987e1,"[""scope.source_sets""]"
doc:7aced0fd148be3c732497b00d13268b65197ea4a71833dbf6cc4b90aef641c74,repository,example,none,examples/chef/devices/rootnode_waterheater_21bd13d651.matter,raw/connectedhomeip/examples/chef/devices/rootnode_waterheater_21bd13d651.matter,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x0003"",""entity_kind"":""cluster"",""line_start"":379,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""6""},{""entity_id"":""0x001D"",""entity_kind"":""cluster"",""line_start"":428,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""3""},{""entity_id"":""0x0094"",""entity_kind"":""cluster"",""line_start"":1465,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""},{""entity_id"":""0x009E"",""entity_kind"":""cluster"",""line_start"":1525,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""2""},{""entity_id"":""0x0201"",""entity_kind"":""cluster"",""line_start"":1588,""locator"":""cluster/revision"",""scheme"":""cluster_revision"",""status"":""present"",""value"":""12""},{""entity_id"":""0x050F"",""entity_kind"":""device_type"",""line_start"":2208,""locator"":""endpoint/device type/version"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""2""}]}",matter,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x001D"",""0x0094"",""0x009E"",""0x0201""]",b45ebefadc148c1329d9c3f2990f31c863e2b1ccc3065154bcb270ce05efb913,"[""scope.source_sets""]"
doc:91c2c5fe6a732fbba1ee55c1a0fc3567980219fa0fe651cbf0e15adcee16353a,repository,example,none,examples/chef/devices/rootnode_waterheater_21bd13d651.zap,raw/connectedhomeip/examples/chef/devices/rootnode_waterheater_21bd13d651.zap,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[{""entity_id"":""0x009E"",""entity_kind"":""cluster"",""line_start"":1935,""locator"":""$.endpointTypes[1].clusters[3].attributes[6]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x0002""},{""entity_id"":""0x0201"",""entity_kind"":""cluster"",""line_start"":1935,""locator"":""$.endpointTypes[1].clusters[4].attributes[13]"",""scheme"":""configured_cluster_revision"",""status"":""present"",""value"":""0x000c""},{""entity_id"":""0x050F"",""entity_kind"":""device_type"",""line_start"":1935,""locator"":""$.endpointTypes[1].deviceVersions"",""scheme"":""device_type_revision"",""status"":""present"",""value"":""2""}]}",zap,"[""0x002D"",""0x0070"",""0x0071"",""0x0072"",""0x0073"",""0x0074"",""0x0075"",""0x0077"",""0x0078"",""0x0079"",""0x007A"",""0x007C"",""0x007D"",""0x050F""]","[""0x0003"",""0x001D"",""0x0094"",""0x009E"",""0x0201""]",36b706c9201d5de401f67e066575f572caf284c269e2a8f2772366b525a8626d,"[""scope.source_sets""]"
doc:425aeb2a00579902fce76efe723287605246e60718e767f522def2d668dad918,repository,example,none,examples/laundry-washer-app/nxp/CMakeLists.txt,raw/connectedhomeip/examples/laundry-washer-app/nxp/CMakeLists.txt,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,"{""artifact"":{""scheme"":""git_commit"",""value"":""1ac132b5ecd42cb6c78772f2576ed6f7fc814183""},""declarations"":[]}",cmake,"[""0x0073""]","[""0x0051"",""0x0053""]",3c44a6610894eabc42040b33d5f2c37edb8cdd2eac1e7533253cb0f056d69df3,"[""scope.source_sets""]"
